time,bead_width (mm),screw_rpm (RPM),screw_rpm_setpoint (RPM),screw_torque (Nm),hz1 (°C),hz1_setpoint (°C),hz2 (°C),hz2_setpoint (°C),hz3 (°C),hz3_setpoint (°C),hz4 (°C),hz4_setpoint (°C)
2022-10-06 11:40:43.915,,,,,,,,,,,250.0,250.0
2022-10-06 11:40:43.714,,,,,,,,,,,250.0,250.0
2022-10-06 11:40:43.514,,,,,,,,,,,250.0,250.0
2022-10-06 11:40:43.315,,,,,,,,,,,250.0,250.0
2022-10-06 11:40:43.121,0.18,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:42.919,0.11,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:41.913,1.11,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:41.717,0.92,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:41.521,0.91,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:41.314,0.39,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:41.116,0.76,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:40.916,2.57,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:40.711,2.81,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:40.516,2.7,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:40.315,1.98,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:40.115,2.29,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:39.915,2.27,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:39.722,2.87,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:39.513,3.29,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:39.317,1.88,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:39.121,0.29,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:38.920,2.07,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:38.714,1.85,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:38.514,3.92,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:38.320,2.93,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:38.117,2.48,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:37.920,2.79,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:37.714,0.23,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:37.520,0.0,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:37.320,0.41,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:37.118,0.88,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:36.930,0.8,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:36.721,0.88,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:36.526,1.42,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:36.321,1.01,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:36.116,1.36,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:35.919,2.24,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:35.716,1.4,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:35.517,1.53,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:35.322,0.0,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:35.120,0.33,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:34.922,0.98,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:34.719,0.95,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:34.523,0.96,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:34.316,0.95,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:34.114,0.97,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:33.918,0.95,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:33.716,0.94,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:33.513,0.87,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:33.319,0.82,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:33.117,0.79,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:32.915,0.76,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:32.718,0.74,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:32.522,0.73,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:32.316,0.77,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:32.121,0.76,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:31.918,0.77,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:31.718,0.77,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:31.523,0.79,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:31.321,1.0,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:31.124,3.98,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:30.920,1.25,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:30.717,1.32,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:30.520,1.37,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:30.316,1.78,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:30.119,4.86,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:29.921,6.71,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:29.716,8.23,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:29.515,8.3,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:29.319,8.21,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:29.112,8.08,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:28.917,8.18,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:28.722,8.78,0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:28.518,8.83,-0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:28.315,8.38,-0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:28.121,8.07,-0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:27.914,8.38,-0.0,30.0,-0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:27.719,8.54,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:27.522,8.49,0.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:27.323,8.65,-1.0,30.0,0.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:27.114,8.11,0.0,30.0,1.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:26.914,8.03,0.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:26.719,8.16,0.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:26.517,8.11,-2.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:26.316,7.86,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:26.120,8.13,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:25.914,7.87,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:25.724,7.95,31.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:25.521,8.22,31.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:25.318,8.29,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:25.121,8.24,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:24.918,8.14,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:24.720,8.12,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:24.520,8.49,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:24.314,8.46,31.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:24.114,8.14,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:23.912,8.09,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:23.715,8.43,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:23.516,8.21,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:23.323,7.94,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:23.122,8.71,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:22.914,8.55,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:22.716,8.43,31.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:22.520,8.24,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:22.320,8.01,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:22.116,8.56,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:21.922,8.79,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:21.713,7.94,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:21.520,7.96,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:21.326,8.16,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:21.123,8.44,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:20.924,7.52,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:20.715,7.59,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:20.525,7.99,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:20.323,7.91,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:20.117,8.06,31.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:19.917,8.39,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:19.714,8.34,30.0,30.0,51.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:19.514,8.04,31.0,30.0,51.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:19.321,8.18,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:19.127,8.16,31.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:18.914,8.36,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:18.715,9.08,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:18.517,9.81,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:18.313,8.37,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:18.128,8.39,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:17.918,8.1,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:17.718,8.61,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:17.517,8.5,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:17.315,7.92,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:17.114,8.58,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:16.919,8.63,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:16.719,8.25,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:16.514,8.46,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:16.318,8.27,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:16.114,7.79,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:15.916,8.17,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:15.711,8.37,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:15.520,7.88,31.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:15.313,7.89,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:15.119,8.32,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:14.914,8.38,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:14.720,7.92,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:14.522,7.99,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:14.318,8.86,29.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:14.123,8.34,31.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:13.920,8.18,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:13.714,8.19,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:13.518,8.44,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:13.321,8.5,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:13.115,8.07,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:12.923,8.01,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:12.714,8.71,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:12.513,8.33,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:12.314,8.1,29.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:12.121,8.41,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:11.914,8.77,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:11.770,8.54,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:11.514,8.7,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:11.323,8.47,29.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:11.121,8.01,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:10.920,8.79,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:10.712,8.04,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:10.521,7.85,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:10.317,8.39,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:10.117,8.54,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:09.941,7.92,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:09.713,7.92,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:09.516,8.37,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:09.322,8.17,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:09.116,7.88,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:08.921,8.5,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:08.719,8.66,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:08.516,8.33,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:08.315,8.22,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:08.111,8.25,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:07.913,8.55,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:07.714,8.44,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:07.513,7.61,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:07.319,8.3,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:07.116,8.49,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:06.917,8.24,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:06.717,8.59,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:06.523,8.74,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:06.319,8.32,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:06.119,7.67,31.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:05.915,8.62,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:05.725,8.38,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:05.520,8.18,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:05.315,8.55,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:05.118,8.03,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:04.915,8.36,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:04.723,8.14,31.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:04.519,8.2,31.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:04.316,7.93,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:04.118,8.15,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:03.924,8.12,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:03.713,7.88,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:03.515,8.12,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:03.320,8.34,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:03.131,8.32,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:02.916,8.07,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:02.720,8.13,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:02.518,8.33,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:02.324,8.52,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:02.127,7.96,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:01.921,7.84,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:01.721,8.37,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:01.525,8.24,30.0,30.0,54.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:01.323,8.08,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:01.112,8.47,30.0,30.0,55.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:00.921,8.39,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:00.723,8.18,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:00.515,8.36,29.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:00.315,8.15,29.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:40:00.115,8.35,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:39:59.918,8.83,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:39:59.715,8.01,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:39:59.523,7.82,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:39:59.315,7.89,30.0,30.0,53.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
2022-10-06 11:39:59.113,8.11,30.0,30.0,52.0,190.0,190.0,205.0,205.0,230.0,230.0,250.0,250.0
