time,width,rpm,rpm_sp,torque,hz1,hz1_sp,hz2,hz2_sp,hz3,hz3_sp,hz4,hz4_sp
1674577574.05,12.470000267028809,39.608001708984375,40.0,37.15869903564453,247.6800079345703,250.0,252.5800018310547,250.0,250.6800079345703,250.0,249.77999877929688,250.0
1674577574.1,12.496999740600586,39.928436279296875,40.0,37.15869903564453,247.6800079345703,250.0,252.5800018310547,250.0,250.6800079345703,250.0,249.77999877929688,250.0
1674577574.15,12.45199966430664,39.379119873046875,40.0,37.15869903564453,247.6800079345703,250.0,252.5800018310547,250.0,250.6800079345703,250.0,249.77999877929688,250.0
1674577574.2,12.548999786376953,40.317535400390625,40.0,37.15869903564453,247.6800079345703,250.0,252.5800018310547,250.0,250.6800079345703,250.0,249.77999877929688,250.0
1674577574.25,12.512999534606934,40.68946838378906,40.0,37.15869903564453,247.6800079345703,250.0,252.5800018310547,250.0,250.6800079345703,250.0,249.77999877929688,250.0
1674577574.3,12.572999954223633,39.98565673828125,40.0,37.15869903564453,247.6800079345703,250.0,252.5800018310547,250.0,250.6800079345703,250.0,249.77999877929688,250.0
1674577574.35,12.517000198364258,40.17448425292969,40.0,37.15869903564453,247.6800079345703,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.77999877929688,250.0
1674577574.4,12.517000198364258,40.134429931640625,40.0,37.15869903564453,247.6800079345703,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.77999877929688,250.0
1674577574.45,12.361000061035156,40.09437561035156,40.0,37.15869903564453,247.6800079345703,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.77999877929688,250.0
1674577574.5,12.366000175476074,39.89410400390625,40.0,37.15869903564453,247.6800079345703,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.77999877929688,250.0
1674577574.55,12.375,40.03143310546875,40.0,37.15869903564453,247.6800079345703,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.77999877929688,250.0
1674577574.6,12.404999732971191,39.493560791015625,40.0,37.15869903564453,247.6800079345703,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.77999877929688,250.0
1674577574.65,12.435999870300293,40.20881652832031,40.0,37.15869903564453,247.6800079345703,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577574.7,12.402000427246094,40.26603698730469,40.0,37.15869903564453,247.6800079345703,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577574.75,12.418999671936035,39.5050048828125,40.0,37.15869903564453,247.6800079345703,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577574.8,12.378999710083008,39.745330810546875,40.0,37.15869903564453,247.6800079345703,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577574.85,12.477999687194824,39.93415832519531,40.0,37.15869903564453,247.6800079345703,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577574.9,12.4350004196167,39.52217102050781,40.0,37.15869903564453,247.3800048828125,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577574.95,12.592000007629395,40.5120849609375,40.0,37.28805923461914,247.3800048828125,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577575.0,12.57699966430664,40.065765380859375,40.0,37.28805923461914,247.3800048828125,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577575.05,12.524999618530273,40.07148742675781,40.0,37.28805923461914,247.3800048828125,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577575.1,12.359999656677246,40.48347473144531,40.0,37.28805923461914,247.3800048828125,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577575.15,12.375,40.409088134765625,40.0,37.22962951660156,247.3800048828125,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577575.2,12.38700008392334,39.71099853515625,40.0,37.22962951660156,247.3800048828125,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577575.25,12.317000389099121,39.859771728515625,40.0,37.22962951660156,247.3800048828125,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577575.3,12.288999557495117,39.859771728515625,40.0,37.62733459472656,247.3800048828125,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577575.35,12.322999954223633,39.585113525390625,40.0,37.62733459472656,247.3800048828125,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577575.4,12.354000091552734,39.77394104003906,40.0,37.62733459472656,247.3800048828125,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577575.45,12.319999694824219,40.14015197753906,40.0,37.62733459472656,247.3800048828125,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577575.5,12.321000099182129,39.93988037109375,40.0,37.62733459472656,247.3800048828125,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577575.55,12.381999969482422,40.00282287597656,40.0,37.88840866088867,247.3800048828125,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577575.6,12.45300006866455,40.431976318359375,40.0,37.88840866088867,247.3800048828125,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
1674577575.65,12.468000411987305,40.157318115234375,40.0,38.28363800048828,247.3800048828125,250.0,252.5800018310547,250.0,250.77999877929688,250.0,249.5800018310547,250.0
