time,width,rpm,rpm_sp,torque,hz1,hz1_sp,hz2,hz2_sp,hz3,hz3_sp,hz4,hz4_sp
1667393458.05,7.640999794006348,22.174072265625,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393458.1,7.640999794006348,22.265625,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393458.15,7.659999847412109,22.0733642578125,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393458.2,7.646999835968018,22.1832275390625,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393458.25,7.567999839782715,22.283935546875,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393458.3,7.651000022888184,22.100830078125,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393458.35,7.572999954223633,22.210693359375,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393458.4,7.636000156402588,22.0001220703125,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393458.45,7.61899995803833,22.1832275390625,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393458.5,7.65500020980835,21.917724609375,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393458.55,7.651000022888184,22.1466064453125,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393458.6,7.699999809265137,21.78955078125,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393458.65,7.7170000076293945,21.7803955078125,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393458.7,7.699999809265137,21.93603515625,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393458.75,7.738999843597412,22.2015380859375,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393458.8,7.638999938964844,22.2381591796875,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393458.85,7.6620001792907715,21.78955078125,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393458.9,7.620999813079834,22.1649169921875,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393458.95,7.622000217437744,22.100830078125,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393459.0,7.618000030517578,21.93603515625,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.19000244140625,230.0
1667393459.05,7.611999988555908,22.174072265625,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.08999633789062,230.0
1667393459.1,7.640999794006348,21.881103515625,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.08999633789062,230.0
1667393459.15,7.651000022888184,22.2930908203125,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.08999633789062,230.0
1667393459.2,7.729000091552734,22.2198486328125,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.08999633789062,230.0
1667393459.25,7.666999816894531,22.247314453125,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.08999633789062,230.0
1667393459.3,7.676000118255615,21.9818115234375,22.0,0.0006963362102396786,229.99000549316406,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.08999633789062,230.0
1667393459.35,7.619999885559082,21.8353271484375,22.0,0.0006963362102396786,229.88999938964844,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.08999633789062,230.0
1667393459.4,7.623000144958496,21.9085693359375,22.0,0.0006963362102396786,229.88999938964844,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.08999633789062,230.0
1667393459.45,7.599999904632568,22.174072265625,22.0,0.0006963362102396786,229.88999938964844,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.08999633789062,230.0
1667393459.5,7.565999984741211,21.93603515625,22.0,0.0006963362102396786,229.88999938964844,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.08999633789062,230.0
1667393459.55,7.640999794006348,22.4395751953125,22.0,0.0006963362102396786,229.88999938964844,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.08999633789062,230.0
1667393459.6,7.604000091552734,21.9818115234375,22.0,0.0006963362102396786,229.88999938964844,230.0,230.08999633789062,230.0,230.08999633789062,230.0,230.08999633789062,230.0
